folder,file,path,total_px_aoi,bands_used,valid_allbands_px,valid_allbands_pct,null_anyband_px,null_anyband_pct,geom_match_ref,band_mapping,band_confidence,VV_valid_px,VV_valid_pct,VV_null_px,VV_null_pct,VH_valid_px,VH_valid_pct,VH_null_px,VH_null_pct,angle_valid_px,angle_valid_pct,angle_null_px,angle_null_pct,VVVH_ratio_valid_px,VVVH_ratio_valid_pct,VVVH_ratio_null_px,VVVH_ratio_null_pct
S1_2019_04,S1_2019_25.tif,D:\Maestria_Geomatica\Semestre_IV\Tesis_Python\Datos\TIFF\S1\S1_2019_04\S1_2019_25.tif,4837824,"VV,VH,angle,VVVH_ratio",601,0.012422940561707082,4837223,99.9875770594383,False,"{""angle"": 3, ""VV_Difference"": 2, ""VVVH_ratio"": 4, ""VV"": 1, ""VH"": 5}","{""angle"": 0.85, ""VV_Difference"": 0.8, ""VVVH_ratio"": 0.75, ""VV"": 0.7, ""VH"": 0.7}",1088876,22.507557116587954,3748948,77.49244288341205,601,0.012422940561707082,4837223,99.9875770594383,1568181,32.415007242925746,3269643,67.58499275707426,1088876,22.507557116587954,3748948,77.49244288341205
S1_2019_04,S1_2019_26.tif,D:\Maestria_Geomatica\Semestre_IV\Tesis_Python\Datos\TIFF\S1\S1_2019_04\S1_2019_26.tif,4836008,"VV,VH,angle,VVVH_ratio",209225,4.326398963773427,4626783,95.67360103622657,False,"{""angle"": 3, ""VV_Difference"": 2, ""VVVH_ratio"": 4, ""VV"": 1, ""VH"": 5}","{""angle"": 0.85, ""VV_Difference"": 0.8, ""VVVH_ratio"": 0.75, ""VV"": 0.7, ""VH"": 0.7}",209300,4.327949829694243,4626708,95.67205017030575,209225,4.326398963773427,4626783,95.67360103622657,1021317,21.119009728685313,3814691,78.88099027131469,209300,4.327949829694243,4626708,95.67205017030575
S1_2019_04,S1_2019_27.tif,D:\Maestria_Geomatica\Semestre_IV\Tesis_Python\Datos\TIFF\S1\S1_2019_04\S1_2019_27.tif,4836008,"VV,VH,angle,VVVH_ratio",208,0.00430106815373341,4835800,99.99569893184626,False,"{""angle"": 3, ""VV_Difference"": 2, ""VVVH_ratio"": 4, ""VV"": 1, ""VH"": 5}","{""angle"": 0.85, ""VV_Difference"": 0.8, ""VVVH_ratio"": 0.75, ""VV"": 0.7, ""VH"": 0.7}",1085782,22.452030683158505,3750226,77.54796931684149,208,0.00430106815373341,4835800,99.99569893184626,1564763,32.35650147807861,3271245,67.64349852192139,1085782,22.452030683158505,3750226,77.54796931684149
S1_2019_08,S1_2019_46.tif,D:\Maestria_Geomatica\Semestre_IV\Tesis_Python\Datos\TIFF\S1\S1_2019_08\S1_2019_46.tif,4835160,"VV,VH,angle,VVVH_ratio",209543,4.333734561007288,4625617,95.66626543899271,True,"{""angle"": 3, ""VV_Difference"": 2, ""VVVH_ratio"": 4, ""VV"": 5, ""VH"": 1}","{""angle"": 0.85, ""VV_Difference"": 0.8, ""VVVH_ratio"": 0.75, ""VV"": 0.7, ""VH"": 0.7}",209543,4.333734561007288,4625617,95.66626543899271,209767,4.338367292912747,4625393,95.66163270708725,1022696,21.151233878506606,3812464,78.8487661214934,209767,4.338367292912747,4625393,95.66163270708725
S1_2019_08,S1_2019_47.tif,D:\Maestria_Geomatica\Semestre_IV\Tesis_Python\Datos\TIFF\S1\S1_2019_08\S1_2019_47.tif,4837824,"VV,VH,angle,VVVH_ratio",0,0.0,4837824,100.0,False,"{""angle"": 3, ""VV_Difference"": 2, ""VV"": 4, ""VH"": 1, ""VVVH_ratio"": 5}","{""angle"": 0.85, ""VV_Difference"": 0.8, ""VVVH_ratio"": 0.05, ""VV"": 0.7, ""VH"": 0.7}",1086466,22.45774133164001,3751358,77.54225866835999,1086466,22.45774133164001,3751358,77.54225866835999,1565729,32.364323299069994,3272095,67.63567670093,0,0.0,4837824,100.0
S1_2019_08,S1_2019_49.tif,D:\Maestria_Geomatica\Semestre_IV\Tesis_Python\Datos\TIFF\S1\S1_2019_08\S1_2019_49.tif,4836008,"VV,VH,angle,VVVH_ratio",209887,4.340087940301174,4626121,95.65991205969883,False,"{""angle"": 3, ""VV_Difference"": 1, ""VVVH_ratio"": 4, ""VV"": 5, ""VH"": 2}","{""angle"": 0.85, ""VV_Difference"": 0.8, ""VVVH_ratio"": 0.75, ""VV"": 0.7, ""VH"": 0.7}",209887,4.340087940301174,4626121,95.65991205969883,209887,4.340087940301174,4626121,95.65991205969883,1023348,21.161007177821045,3812660,78.83899282217895,209887,4.340087940301174,4626121,95.65991205969883
S1_2019_08,S1_2019_50.tif,D:\Maestria_Geomatica\Semestre_IV\Tesis_Python\Datos\TIFF\S1\S1_2019_08\S1_2019_50.tif,4836008,"VV,VH,angle,VVVH_ratio",15,0.00031017318416346704,4835993,99.99968982681584,False,"{""angle"": 3, ""VV_Difference"": 2, ""VVVH_ratio"": 4, ""VV"": 5, ""VH"": 1}","{""angle"": 0.85, ""VV_Difference"": 0.8, ""VVVH_ratio"": 0.75, ""VV"": 0.7, ""VH"": 0.7}",15,0.00031017318416346704,4835993,99.99968982681584,1087183,22.481000858559373,3748825,77.51899914144063,1567106,32.404950529444946,3268902,67.59504947055505,1087183,22.481000858559373,3748825,77.51899914144063
S1_2020_02,S1_2020_11.tif,D:\Maestria_Geomatica\Semestre_IV\Tesis_Python\Datos\TIFF\S1\S1_2020_02\S1_2020_11.tif,4836008,"VV,VH,angle,VVVH_ratio",0,0.0,4836008,100.0,True,"{""angle"": 3, ""VV_Difference"": 2, ""VVVH_ratio"": 4, ""VV"": 1, ""VH"": 5}","{""angle"": 0.85, ""VV_Difference"": 0.8, ""VVVH_ratio"": 0.75, ""VV"": 0.3, ""VH"": 0.3}",253686,5.24577295984622,4582322,94.75422704015378,0,0.0,4836008,100.0,1894960,39.18438513749357,2941048,60.81561486250643,253686,5.24577295984622,4582322,94.75422704015378
S1_2020_02,S1_2020_12.tif,D:\Maestria_Geomatica\Semestre_IV\Tesis_Python\Datos\TIFF\S1\S1_2020_02\S1_2020_12.tif,4836008,"VV,VH,angle,VVVH_ratio",500029,10.339705806938285,4335979,89.66029419306172,False,"{""angle"": 3, ""VV_Difference"": 2, ""VVVH_ratio"": 4, ""VV"": 5, ""VH"": 1}","{""angle"": 0.85, ""VV_Difference"": 0.8, ""VVVH_ratio"": 0.75, ""VV"": 0.7, ""VH"": 0.7}",500029,10.339705806938285,4335979,89.66029419306172,1087511,22.487783312186416,3748497,77.51221668781359,1520878,31.449038132277696,3315130,68.55096186772231,1087511,22.487783312186416,3748497,77.51221668781359
S1_2020_02,S1_2020_15.tif,D:\Maestria_Geomatica\Semestre_IV\Tesis_Python\Datos\TIFF\S1\S1_2020_02\S1_2020_15.tif,4836008,"VV,VH,angle,VVVH_ratio",0,0.0,4836008,100.0,False,"{""angle"": 3, ""VV_Difference"": 2, ""VVVH_ratio"": 4, ""VV"": 1, ""VH"": 5}","{""angle"": 0.85, ""VV_Difference"": 0.8, ""VVVH_ratio"": 0.75, ""VV"": 0.3, ""VH"": 0.3}",254059,5.253485933025752,4581949,94.74651406697424,0,0.0,4836008,100.0,1900007,39.28874807485844,2936001,60.71125192514156,254059,5.253485933025752,4581949,94.74651406697424
S1_2020_02,S1_2020_16.tif,D:\Maestria_Geomatica\Semestre_IV\Tesis_Python\Datos\TIFF\S1\S1_2020_02\S1_2020_16.tif,4836008,"VV,VH,angle,VVVH_ratio",502150,10.383564295179,4333858,89.616435704821,False,"{""angle"": 3, ""VV_Difference"": 2, ""VVVH_ratio"": 4, ""VV"": 5, ""VH"": 1}","{""angle"": 0.85, ""VV_Difference"": 0.8, ""VVVH_ratio"": 0.75, ""VV"": 0.7, ""VH"": 0.7}",502150,10.383564295179,4333858,89.616435704821,1092415,22.589189265195593,3743593,77.41081073480441,1526503,31.565353076338997,3309505,68.434646923661,1092415,22.589189265195593,3743593,77.41081073480441
S1_2020_03,S1_2020_19.tif,D:\Maestria_Geomatica\Semestre_IV\Tesis_Python\Datos\TIFF\S1\S1_2020_03\S1_2020_19.tif,4836008,"VV,VH,angle,VVVH_ratio",0,0.0,4836008,100.0,True,"{""angle"": 3, ""VV_Difference"": 2, ""VVVH_ratio"": 4, ""VV"": 1, ""VH"": 5}","{""angle"": 0.85, ""VV_Difference"": 0.8, ""VVVH_ratio"": 0.75, ""VV"": 0.3, ""VH"": 0.3}",252660,5.224557114049439,4583348,94.77544288595055,0,0.0,4836008,100.0,1893204,39.148074196734164,2942804,60.851925803265836,252660,5.224557114049439,4583348,94.77544288595055
S1_2020_03,S1_2020_20.tif,D:\Maestria_Geomatica\Semestre_IV\Tesis_Python\Datos\TIFF\S1\S1_2020_03\S1_2020_20.tif,4836008,"VV,VH,angle,VVVH_ratio",499236,10.323307984602176,4336772,89.67669201539782,False,"{""angle"": 3, ""VV_Difference"": 2, ""VVVH_ratio"": 4, ""VV"": 5, ""VH"": 1}","{""angle"": 0.85, ""VV_Difference"": 0.8, ""VVVH_ratio"": 0.75, ""VV"": 0.7, ""VH"": 0.7}",499236,10.323307984602176,4336772,89.67669201539782,1086398,22.464768461921487,3749610,77.53523153807852,1519949,31.42982807307184,3316059,68.57017192692815,1086398,22.464768461921487,3749610,77.53523153807852
S1_2020_03,S1_2020_23.tif,D:\Maestria_Geomatica\Semestre_IV\Tesis_Python\Datos\TIFF\S1\S1_2020_03\S1_2020_23.tif,4836008,"VV,VH,angle,VVVH_ratio",0,0.0,4836008,100.0,False,"{""angle"": 3, ""VV_Difference"": 2, ""VVVH_ratio"": 4, ""VV"": 1, ""VH"": 5}","{""angle"": 0.85, ""VV_Difference"": 0.8, ""VVVH_ratio"": 0.75, ""VV"": 0.3, ""VH"": 0.3}",252075,5.212460359867064,4583933,94.78753964013293,0,0.0,4836008,100.0,1893255,39.14912878556032,2942753,60.85087121443968,252075,5.212460359867064,4583933,94.78753964013293
S1_2020_03,S1_2020_24.tif,D:\Maestria_Geomatica\Semestre_IV\Tesis_Python\Datos\TIFF\S1\S1_2020_03\S1_2020_24.tif,4836008,"VV,VH,angle,VVVH_ratio",499078,10.320040827062321,4336930,89.67995917293769,False,"{""angle"": 3, ""VV_Difference"": 2, ""VVVH_ratio"": 4, ""VV"": 5, ""VH"": 1}","{""angle"": 0.85, ""VV_Difference"": 0.8, ""VVVH_ratio"": 0.75, ""VV"": 0.7, ""VH"": 0.7}",499078,10.320040827062321,4336930,89.67995917293769,1086736,22.471757697671304,3749272,77.52824230232869,1520620,31.443703153510086,3315388,68.55629684648991,1086736,22.471757697671304,3749272,77.52824230232869
S1_2020_04,S1_2020_26.tif,D:\Maestria_Geomatica\Semestre_IV\Tesis_Python\Datos\TIFF\S1\S1_2020_04\S1_2020_26.tif,4837824,"VV,VH,angle,VVVH_ratio",0,0.0,4837824,100.0,True,"{""angle"": 3, ""VV_Difference"": 2, ""VVVH_ratio"": 4, ""VV"": 1, ""VH"": 5}","{""angle"": 0.85, ""VV_Difference"": 0.8, ""VVVH_ratio"": 0.75, ""VV"": 0.3, ""VH"": 0.3}",251715,5.203062368535937,4586109,94.79693763146406,0,0.0,4837824,100.0,1892629,39.12149346483047,2945195,60.87850653516953,251715,5.203062368535937,4586109,94.79693763146406
S1_2020_04,S1_2020_27.tif,D:\Maestria_Geomatica\Semestre_IV\Tesis_Python\Datos\TIFF\S1\S1_2020_04\S1_2020_27.tif,4837824,"VV,VH,angle,VVVH_ratio",499016,10.31488536995145,4338808,89.68511463004855,False,"{""angle"": 3, ""VV_Difference"": 2, ""VVVH_ratio"": 4, ""VV"": 5, ""VH"": 1}","{""angle"": 0.85, ""VV_Difference"": 0.8, ""VVVH_ratio"": 0.75, ""VV"": 0.7, ""VH"": 0.7}",499016,10.31488536995145,4338808,89.68511463004855,1086351,22.455364229868636,3751473,77.54463577013136,1520222,31.42367312246167,3317602,68.57632687753834,1086351,22.455364229868636,3751473,77.54463577013136
S1_2020_04,S1_2020_30.tif,D:\Maestria_Geomatica\Semestre_IV\Tesis_Python\Datos\TIFF\S1\S1_2020_04\S1_2020_30.tif,4837824,"VV,VH,angle,VVVH_ratio",0,0.0,4837824,100.0,False,"{""angle"": 3, ""VV_Difference"": 2, ""VVVH_ratio"": 4, ""VV"": 1, ""VH"": 5}","{""angle"": 0.85, ""VV_Difference"": 0.8, ""VVVH_ratio"": 0.75, ""VV"": 0.3, ""VH"": 0.3}",253156,5.232848487253774,4584668,94.76715151274622,0,0.0,4837824,100.0,1892438,39.11754540884497,2945386,60.88245459115503,253156,5.232848487253774,4584668,94.76715151274622
