folder,file,band,n,min,p25,median,mean,p75,max,std,iqr
S1_2020_03,S1_2020_19.tif,VV,252660.0,-23.844337463378906,-10.737496137619019,-9.361529350280762,-9.21814250946045,-7.758723974227905,1.1540950536727905,2.421290874481201,2.9787721633911133
S1_2020_03,S1_2020_19.tif,VH,,,,,,,,,
S1_2020_03,S1_2020_19.tif,angle,1893204.0,44.164031982421875,44.79726791381836,45.195478439331055,45.19001770019531,45.59316635131836,45.999996185302734,0.4710741937160492,0.7958984375
S1_2020_03,S1_2020_19.tif,VVVH_ratio,252660.0,0.26640743017196655,5.446286559104919,5.926553726196289,5.9922685623168945,6.44058084487915,16.884096145629883,0.9217793941497803,0.994294285774231
S1_2020_03,S1_2020_20.tif,VV,499236.0,-72.0866928100586,-18.76600980758667,-12.793027877807617,-1.2682150602340698,17.648122310638428,67.54225158691406,19.679271697998047,36.4141321182251
S1_2020_03,S1_2020_20.tif,VH,1086398.0,-21.412328720092773,-9.834999084472656,-8.656599044799805,-8.468903541564941,-7.296077132225037,3.0082826614379883,1.9694080352783203,2.5389219522476196
S1_2020_03,S1_2020_20.tif,angle,1519949.0,44.490882873535156,45.05503845214844,45.36351776123047,45.357967376708984,45.676910400390625,45.999996185302734,0.3750965893268585,0.6218719482421875
S1_2020_03,S1_2020_20.tif,VVVH_ratio,1086398.0,0.3489501178264618,5.6532814502716064,6.087203741073608,6.181540489196777,6.57933783531189,13.866945266723633,0.8108768463134766,0.9260563850402832
S1_2020_03,S1_2020_23.tif,VV,252075.0,-22.95227813720703,-10.376266956329346,-9.015351295471191,-8.884490013122559,-7.440877199172974,1.4305921792984009,2.4050092697143555,2.935389757156372
S1_2020_03,S1_2020_23.tif,VH,,,,,,,,,
S1_2020_03,S1_2020_23.tif,angle,1893255.0,44.16304397583008,44.796810150146484,45.19518280029297,45.18967819213867,45.593021392822266,45.999996185302734,0.47124630212783813,0.7962112426757812
S1_2020_03,S1_2020_23.tif,VVVH_ratio,252075.0,0.5247247815132141,5.426130056381226,5.905458927154541,5.97013521194458,6.430464506149292,15.181732177734375,0.8966461420059204,1.0043344497680664
S1_2020_03,S1_2020_24.tif,VV,499078.0,-80.57294464111328,-18.611067295074463,-14.872239112854004,-4.839960098266602,15.424301624298096,62.99658966064453,18.472354888916016,34.03536891937256
S1_2020_03,S1_2020_24.tif,VH,1086736.0,-20.671653747558594,-9.367136240005493,-8.213759899139404,-7.9979047775268555,-6.840323805809021,3.517470359802246,2.0137391090393066,2.526812434196472
S1_2020_03,S1_2020_24.tif,angle,1520620.0,44.49029541015625,45.05479049682617,45.363393783569336,45.35783004760742,45.676918029785156,45.999996185302734,0.37522441148757935,0.6221275329589844
S1_2020_03,S1_2020_24.tif,VVVH_ratio,1086736.0,0.21388262510299683,5.717956900596619,6.1403515338897705,6.234633445739746,6.621384501457214,19.884201049804688,0.8035449981689453,0.9034276008605957
