folder,file,mapping,confidence,notes
S1_2021_10,S1_2021_83.tif,"{'angle': 3, 'VV_Difference': 2, 'VV': 1, 'VH': 4, 'VVVH_ratio': 5}","{'angle': 0.85, 'VV_Difference': 0.8, 'VVVH_ratio': 0.05, 'VV': 0.3, 'VH': 0.3}",
S1_2021_10,S1_2021_84.tif,"{'angle': 3, 'VV_Difference': 2, 'VVVH_ratio': 4, 'VV': 1, 'VH': 5}","{'angle': 0.85, 'VV_Difference': 0.8, 'VVVH_ratio': 0.75, 'VV': 0.3, 'VH': 0.3}",
