2026-03-02 14:45:33,916 | INFO | === START RUN ===
2026-03-02 14:45:38,147 | INFO | bands=['VV', 'VH', 'angle', 'VVVH_ratio', 'VV_Difference']
2026-03-02 14:45:38,147 | INFO | n_images=6
2026-03-02 14:52:53,112 | INFO | === START RUN ===
2026-03-02 14:52:56,159 | INFO | bands=['VV', 'VH', 'angle', 'VVVH_ratio', 'VV_Difference']
2026-03-02 14:52:56,159 | INFO | n_images=6
2026-03-02 15:29:22,657 | INFO | === START RUN ===
2026-03-02 15:29:25,667 | INFO | bands=['VV', 'VH', 'angle', 'VVVH_ratio', 'VV_Difference']
2026-03-02 15:29:25,667 | INFO | n_images=6
