folder,file,band,n,min,p25,median,mean,p75,max,std,iqr
S1_2021_04,S1_2021_24.tif,VV,252524,-68.78193664550781,-12.523818492889404,13.819417953491211,6.547169208526611,17.333914279937744,62.33516311645508,16.68958282470703,29.85773277282715
S1_2021_04,S1_2021_24.tif,VH,252524,-22.349943161010742,-10.580792427062988,-9.371291160583496,-9.206879615783691,-7.887147426605225,5.660337448120117,2.2811098098754883,2.6936450004577637
S1_2021_04,S1_2021_24.tif,angle,1894116,44.16299057006836,44.79691696166992,45.1953010559082,45.189781188964844,45.59307861328125,45.999996185302734,0.4712381660938263,0.7961616516113281
S1_2021_04,S1_2021_24.tif,VVVH_ratio,252524,2.274911642074585,5.381643533706665,5.852145195007324,5.896825313568115,6.336236000061035,19.06277847290039,0.8539087176322937,0.9545924663543701
S1_2021_04,S1_2021_25.tif,VV,1379,-42.01250076293945,-15.674420833587646,10.252951622009277,1.678635835647583,16.257657051086426,45.11197280883789,17.464920043945312,31.932077884674072
S1_2021_04,S1_2021_25.tif,VH,1089279,-20.1473445892334,-9.479672908782959,-8.262131690979004,-8.073033332824707,-6.849924802780151,3.535914182662964,2.002711534500122,2.6297481060028076
S1_2021_04,S1_2021_25.tif,angle,1520688,44.490108489990234,45.05479049682617,45.3633975982666,45.3577995300293,45.67688751220703,45.999996185302734,0.37523141503334045,0.6220970153808594
S1_2021_04,S1_2021_25.tif,VVVH_ratio,1089279,0.480437308549881,5.65712833404541,6.063199996948242,6.1311187744140625,6.512054204940796,13.385720252990723,0.7368113398551941,0.8549258708953857
S1_2021_04,S1_2021_28.tif,VV,252285,-72.6436767578125,1.9799034595489502,14.036903381347656,7.4520955085754395,17.49005699157715,72.32215118408203,16.35494613647461,15.510153532028198
S1_2021_04,S1_2021_28.tif,VH,252285,-22.834970474243164,-10.644448280334473,-9.420559883117676,-9.27711009979248,-7.947161674499512,1.9188629388809204,2.296588897705078,2.697286605834961
S1_2021_04,S1_2021_28.tif,angle,1892927,44.16386032104492,44.79756546020508,45.19571304321289,45.19021224975586,45.59328842163086,45.999996185302734,0.47098132967948914,0.7957229614257812
S1_2021_04,S1_2021_28.tif,VVVH_ratio,252285,2.5194692611694336,5.333977699279785,5.819416522979736,5.857050895690918,6.317615032196045,16.509599685668945,0.8595991134643555,0.9836373329162598
S1_2021_04,S1_2021_29.tif,VV,1087793,-20.214252471923828,-9.689310073852539,-8.51305866241455,-8.312460899353027,-7.114907264709473,3.6933534145355225,1.9781855344772339,2.5744028091430664
S1_2021_04,S1_2021_29.tif,VH,1087793,-0.14758780598640442,5.639878273010254,6.051994323730469,6.121521472930908,6.50492000579834,12.173559188842773,0.7468020915985107,0.8650417327880859
S1_2021_04,S1_2021_29.tif,angle,1519567,44.49100875854492,45.05546188354492,45.363834381103516,45.358253479003906,45.67711639404297,45.999996185302734,0.3749745488166809,0.6216545104980469
S1_2021_04,S1_2021_29.tif,VVVH_ratio,1399,-49.22412872314453,-14.613584995269775,11.401070594787598,3.1566410064697266,16.50952911376953,38.852508544921875,16.967201232910156,31.123114109039307
