folder,file,band,n,min,p25,median,mean,p75,max,std,iqr
S1_2021_02,S1_2021_12.tif,VV,253818,-23.54160499572754,-10.660435676574707,-9.438345432281494,-9.300206184387207,-7.9246602058410645,0.7454007267951965,2.3221538066864014,2.7357754707336426
S1_2021_02,S1_2021_12.tif,VH,253818,-0.4601784348487854,5.398315072059631,5.904345989227295,5.968156814575195,6.439997673034668,14.450185775756836,0.9281047582626343,1.0416826009750366
S1_2021_02,S1_2021_12.tif,angle,1893381,44.16415023803711,44.79861068725586,45.19626998901367,45.190914154052734,45.59349060058594,45.999996185302734,0.4704658091068268,0.7948799133300781
S1_2021_02,S1_2021_12.tif,VVVH_ratio,253818,-70.0624008178711,10.702492713928223,14.737924575805664,8.940754890441895,18.0376296043396,69.86646270751953,16.09425926208496,7.335136890411377
S1_2021_02,S1_2021_13.tif,VV,70,-28.59223175048828,-15.555018186569214,10.894122123718262,2.0565593242645264,15.212767601013184,30.975893020629883,16.290584564208984,30.767785787582397
S1_2021_02,S1_2021_13.tif,VH,1085789,-20.55255699157715,-9.937318801879883,-8.71342945098877,-8.511787414550781,-7.262279987335205,3.7752413749694824,2.026555299758911,2.6750388145446777
S1_2021_02,S1_2021_13.tif,angle,1517879,44.49317169189453,45.05609321594238,45.3641357421875,45.35865783691406,45.67710876464844,45.999996185302734,0.37454867362976074,0.6210155487060547
S1_2021_02,S1_2021_13.tif,VVVH_ratio,1085789,0.06609740108251572,5.61751127243042,6.046746730804443,6.127650737762451,6.530004978179932,13.763714790344238,0.7864601612091064,0.9124937057495117
S1_2021_02,S1_2021_16.tif,VV,253652,-69.20280456542969,9.39508318901062,14.392507076263428,8.157914161682129,17.774888038635254,59.527809143066406,16.31171226501465,8.379804849624634
S1_2021_02,S1_2021_16.tif,VH,253652,-22.641340255737305,-10.733335733413696,-9.482546329498291,-9.318534851074219,-7.969916582107544,2.0302555561065674,2.2616758346557617,2.7634191513061523
S1_2021_02,S1_2021_16.tif,angle,1896294,44.161346435546875,44.79557800292969,45.194332122802734,45.18886947631836,45.592552185058594,45.999996185302734,0.4717271327972412,0.7969741821289062
S1_2021_02,S1_2021_16.tif,VVVH_ratio,253652,2.6645865440368652,5.370394468307495,5.8658106327056885,5.929445266723633,6.390276551246643,16.19801139831543,0.9096981287002563,1.019882082939148
S1_2021_02,S1_2021_17.tif,VV,961,-43.00296401977539,-13.893840789794922,11.558670043945312,3.3461484909057617,16.3371639251709,32.24179458618164,16.43962287902832,30.23100471496582
S1_2021_02,S1_2021_17.tif,VH,1089190,-20.219335556030273,-9.941535711288452,-8.731948852539062,-8.56243896484375,-7.3480939865112305,3.973339319229126,1.983689308166504,2.5934417247772217
S1_2021_02,S1_2021_17.tif,angle,1522768,44.490142822265625,45.053199768066406,45.36224365234375,45.35676574707031,45.67618179321289,45.999996185302734,0.37564587593078613,0.6229820251464844
S1_2021_02,S1_2021_17.tif,VVVH_ratio,1089190,0.3888787627220154,5.522149085998535,5.944820880889893,6.015633583068848,6.411249279975891,13.999631881713867,0.7605689167976379,0.889100193977356
