folder,file,band,n,min,p25,median,mean,p75,max,std,iqr
S1_2019_03,S1_2019_12.tif,VV,209567,-69.59217071533203,-18.27645492553711,8.493999481201172,0.6288856863975525,19.317076683044434,69.58551788330078,20.237749099731445,37.59353160858154
S1_2019_03,S1_2019_12.tif,VH,209567,-22.839075088500977,-10.823883533477783,-9.496692657470703,-9.346237182617188,-7.855416297912598,1.4999641180038452,2.482977867126465,2.9684672355651855
S1_2019_03,S1_2019_12.tif,angle,1023999,44.76740646362305,45.28853988647461,45.52921676635742,45.512657165527344,45.76496505737305,45.999996185302734,0.2987869083881378,0.4764251708984375
S1_2019_03,S1_2019_12.tif,VVVH_ratio,209567,1.5999747514724731,5.315479516983032,5.795900821685791,5.859732151031494,6.301518440246582,17.343250274658203,0.9126471877098083,0.9860389232635498
S1_2019_03,S1_2019_13.tif,VV,541,-41.985286712646484,-16.8724422454834,-10.73522663116455,-1.7293587923049927,15.957064628601074,41.1760368347168,17.91371726989746,32.82950687408447
S1_2019_03,S1_2019_13.tif,VH,1086960,-21.596054077148438,-9.652961492538452,-8.484686374664307,-8.29970645904541,-7.166743755340576,6.10418701171875,2.0077924728393555,2.486217737197876
S1_2019_03,S1_2019_13.tif,angle,1568443,44.39323043823242,44.99634552001953,45.33085250854492,45.32085037231445,45.66334915161133,45.999996185302734,0.401536762714386,0.6670036315917969
S1_2019_03,S1_2019_13.tif,VVVH_ratio,1086960,1.2210679054260254,5.579888701438904,6.002079963684082,6.091172695159912,6.482213020324707,13.017169952392578,0.7832595109939575,0.9023243188858032
S1_2019_03,S1_2019_16.tif,VV,209322,-71.80599212646484,-19.10655164718628,-11.347169876098633,-0.755088210105896,19.098559856414795,66.40619659423828,20.579832077026367,38.205111503601074
S1_2019_03,S1_2019_16.tif,VH,209594,-22.797658920288086,-10.758510828018188,-9.457792282104492,-9.307740211486816,-7.888869524002075,2.0997140407562256,2.3877041339874268,2.8696413040161133
S1_2019_03,S1_2019_16.tif,angle,1028609,44.76342010498047,45.285621643066406,45.52717971801758,45.51068878173828,45.76395034790039,45.999996185302734,0.2998880445957184,0.4783287048339844
S1_2019_03,S1_2019_16.tif,VVVH_ratio,209594,2.4790005683898926,5.4498748779296875,5.9072651863098145,5.983809947967529,6.413258075714111,16.490976333618164,0.9029399156570435,0.9633831977844238
S1_2019_03,S1_2019_17.tif,VV,1654,-45.056610107421875,-17.00860023498535,-11.721914768218994,-2.3924903869628906,16.39995765686035,57.19914627075195,18.075048446655273,33.4085578918457
S1_2019_03,S1_2019_17.tif,VH,1091160,-19.899761199951172,-9.70200252532959,-8.455177783966064,-8.233038902282715,-6.9575464725494385,5.3468475341796875,2.074470281600952,2.7444560527801514
S1_2019_03,S1_2019_17.tif,angle,1573321,44.387847900390625,44.99342346191406,45.329002380371094,45.3189811706543,45.66249084472656,45.999996185302734,0.4026586413383484,0.6690673828125
S1_2019_03,S1_2019_17.tif,VVVH_ratio,1091160,0.44973620772361755,5.71923828125,6.129425764083862,6.218513488769531,6.595208048820496,17.18801498413086,0.7714053392410278,0.8759697675704956
S1_2019_03,S1_2019_20.tif,VV,209192,-67.35243225097656,-19.182607650756836,-14.640486717224121,-5.797356605529785,16.99007797241211,66.58206176757812,19.115909576416016,36.172685623168945
S1_2019_03,S1_2019_20.tif,VH,209192,-24.40522575378418,-10.447946548461914,-9.06740427017212,-8.989110946655273,-7.521107792854309,0.7796255946159363,2.4322545528411865,2.926838755607605
S1_2019_03,S1_2019_20.tif,angle,1025665,44.76597213745117,45.28753662109375,45.528526306152344,45.511966705322266,45.76459884643555,45.999996185302734,0.2991693317890167,0.4770622253417969
S1_2019_03,S1_2019_20.tif,VVVH_ratio,209192,2.2359619140625,5.428767561912537,5.895586252212524,5.968825817108154,6.406717777252197,13.412480354309082,0.8921523690223694,0.9779502153396606
S1_2019_03,S1_2019_21.tif,VV,1338,-43.959877014160156,-15.977245569229126,-12.280571460723877,-5.778945446014404,10.09253716468811,44.24176788330078,15.572458267211914,26.069782733917236
S1_2019_03,S1_2019_21.tif,VH,1087975,-20.682979583740234,-9.449004650115967,-8.174415588378906,-7.977944374084473,-6.721139669418335,4.6475958824157715,2.074289321899414,2.727864980697632
S1_2019_03,S1_2019_21.tif,angle,1570413,44.39175033569336,44.995399475097656,45.330326080322266,45.320281982421875,45.663169860839844,45.999996185302734,0.4019346237182617,0.6677703857421875
S1_2019_03,S1_2019_21.tif,VVVH_ratio,1087975,0.9214529395103455,5.642512083053589,6.054874420166016,6.144174098968506,6.527463674545288,14.7408447265625,0.7700467109680176,0.8849515914916992
