band,count,mean,std,min,p25,median,p75,max,nan_count
VV,18937.0,-8.083127080745141,2.3046181316339847,-21.667158126831055,-9.851176261901855,-8.281417846679688,-6.536308288574219,5.620976448059082,27191
VH,18937.0,-14.29127344020274,1.9947336993707634,-26.96504783630371,-15.677355766296387,-14.432416915893555,-12.994115829467773,-6.449762344360352,27191
angle,26061.0,45.24012873404308,0.32891897202856063,44.17040252685547,44.970855712890625,45.22653579711914,45.508079528808594,45.99993133544922,20067
VV_VH_Ratio,18937.0,6.208146359457598,1.1313928332392922,2.557973861694336,5.518049240112305,6.068783760070799,6.69168758392334,17.856309413909912,27191
VV_pre_post_ratio,3151.0,-0.8258574258278073,1.5037968691567396,-10.840473651885986,-1.7742865085601807,-0.8532085418701159,0.2587752342224121,7.170736074447632,42977
VH_pre_post_ratio,3151.0,-0.59967962926019,1.237941437180731,-5.331390380859373,-1.4138760566711417,-0.6137304306030283,0.25696420669555664,4.491494178771973,42977
VH_VV_ratio_change,3151.0,0.2261777965676173,1.0006498811942637,-6.341830015182495,-0.37066555023193337,0.18068417347967775,0.7758383750915533,11.150660991668701,42977
